step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,16,0,0,0,16,0,0.0,0.0,13.564099639901873,0,0.0,0.9595962446639036,0,0.0,0.9564923053351835,0,0.0,1.0,0,0.0,1.0,0,0.0,0.961609162733772,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9492917769392578,0,0.0,0.9616531355578741,0,0.0,0.961849772701145,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9571510996031489,0,0.0,1.0,0,0.0
10.0,32,0,0,0,32,0,0.0,0.0,12.767322253501062,0,0.0,0.9339586972670088,0,0.0,0.9604628184623979,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8716948218642505,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9550995526277097,0,0.0,0.9569591408176308,0,0.0,0.8581065487457984,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9590501177107293,0,0.0,1.0,0,0.0
15.0,40,0,1,0,40,0,1.0,0.025,11.57510787380059,1,1.0,0.7024280557712037,0,0.0,0.9442693808781111,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9458932381069172,0,0.0,0.43763261458956826,0,0.0,1.0,0,0.0,1.0,0,0.0,0.7760776947783864,0,0.0,0.9558952192802231,0,0.0,0.9268020642196746,0,0.0,0.7296651500944479,0,0.0,1.0,0,0.0,0.938780700490849,0,0.0,0.9498539470722834,0,0.0,0.9550668421519732,1,1.0
20.0,56,0,4,0,56,0,7.0,0.125,11.070206851480666,0,0.0,0.7782058437652151,0,2.0,0.7735536160028227,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9660967601870699,0,0.0,0.9451048933481809,0,0.0,1.0,0,0.0,1.0,3,5.0,0.4961155974884229,1,2.0,0.6246639894151168,0,0.0,0.933549394945465,0,0.0,0.9405509324204991,0,0.0,1.0,0,0.0,0.6974513448801398,0,0.0,0.9709905301011198,0,0.0,0.9219220268115405,4,9.0
25.0,72,0,1,0,72,0,5.0,0.06944444444444445,10.998909716562663,1,5.0,0.7340154734559475,0,2.0,0.9236357021258773,0,0.0,0.9905516141686846,0,0.0,0.5065616677033912,0,0.0,0.973322881852494,0,0.0,0.8791108812144547,0,0.0,1.0,0,0.0,1.0,0,5.0,0.5618604589938628,0,0.0,0.8086139223580111,0,0.0,0.7840630165594885,0,0.0,0.8123413313307087,0,4.0,0.5101497104248129,0,2.0,0.3992728772395506,0,0.0,0.9699644982014821,0,0.0,0.9137818493639752,1,18.0
30.0,80,0,5,0,80,0,13.0,0.1625,10.616726276300032,0,3.0,0.6809263350860227,0,2.0,0.9483495207797675,0,0.0,0.9565656327541376,0,0.0,0.920088482744482,0,0.0,0.7960454022302823,2,3.0,0.4814061304381963,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9663158180944423,0,0.0,0.9373978645332032,3,14.0,0.4710926718221222,0,0.0,0.7047079835235043,0,4.0,0.7890660917369938,0,2.0,0.877698930475687,0,0.0,0.9522239358168917,0,0.0,0.7548922272845963,5,28.0
35.0,96,0,8,0,96,0,20.0,0.20833333333333334,9.895354687373159,1,3.0,0.73640511579614,1,3.0,0.7400693742476069,0,0.0,0.9314545703457712,0,0.0,0.6736380330590873,1,3.0,0.6824115205775602,0,3.0,0.49642493032596063,0,2.0,0.4340769723120522,0,0.0,1.0,1,2.0,0.7977086161799144,0,0.0,0.9412147288782432,0,9.0,0.7374811979083687,2,9.0,0.49267828029881694,0,4.0,0.7699703312629543,0,2.0,0.9463009084314974,1,1.0,0.6296501509033134,1,3.0,0.5940024512036297,8,44.0
40.0,112,0,10,0,112,0,35.0,0.3125,9.545204005764719,0,0.0,0.7423630927264082,0,3.0,0.6686347905955812,0,0.0,0.9609921580981675,1,4.0,0.6385599453806592,0,0.0,0.7308968101509467,0,2.0,0.37107431872972463,0,4.0,0.8997492745085189,0,0.0,1.0,2,10.0,0.724763615354829,1,2.0,0.7055479376349826,0,4.0,0.9169900777540175,0,4.0,0.7587694440627049,1,4.0,0.5410674664452516,1,3.0,0.38117694835885263,0,1.0,0.7187892777263677,4,18.0,0.5169937100738344,10,59.0
45.0,120,0,16,0,120,0,69.0,0.575,9.331083124699648,2,5.0,0.6806310523733202,0,2.0,0.9240321057098703,0,2.0,0.7325506397950009,1,13.0,0.46855889021525665,0,0.0,0.8101246037671107,0,4.0,0.843669894539424,0,4.0,0.8790941388813924,0,0.0,1.0,4,25.0,0.45045116121273904,3,12.0,0.6498666054149519,1,2.0,0.698934101260803,1,9.0,0.7828128422632289,1,11.0,0.6436121774354833,0,4.0,0.18857127389122233,0,0.0,0.8760303614980749,3,18.0,0.47169990268063505,16,111.0
50.0,136,0,14,0,136,0,47.0,0.34558823529411764,9.245389513052757,0,0.0,0.6813723874558059,1,3.0,0.7810424755790603,0,4.0,0.8347645357933313,1,5.0,0.778853900071422,2,5.0,0.6241995816470891,0,4.0,0.8968058052162664,1,7.0,0.15766459235739086,0,2.0,0.35220504198618285,1,18.0,0.4466018924124222,0,5.0,0.801812623880787,3,14.0,0.5095105628006973,0,4.0,0.6183219843259549,0,6.0,0.8160802546126525,0,6.0,0.5136453044778623,0,0.0,0.9191938459826016,5,32.0,0.5212387081214678,14,115.0
